Campaign name,Ad set name,Ad name,Day,Amount spent (INR),"CPM (cost per 1,000 impressions)",CTR (link click-through rate),Ad set delivery,Reporting starts,Reporting ends
TOF | ALL,TIFF - IG,DABA – BS /TP,2024-12-30,552.99,63.31463247,3.32035722,inactive,2024-12-30,2024-12-30
TOF | Story/Reel,LUXE | IGi | RL,Amey Ring | RL,2024-12-30,53.55,30.49544419,0.28473804,inactive,2024-12-30,2024-12-30
MOF,MOF | HYD,RV | CC,2024-12-30,194.12,394.55284553,,inactive,2024-12-30,2024-12-30
TOF | Earrings,TRL,Felix Earrings | CV,2024-12-30,72.64,43.54916067,4.19664269,inactive,2024-12-30,2024-12-30
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2024-12-30,259.24,204.60931334,7.73480663,inactive,2024-12-30,2024-12-30
MOF,MOF | DEL,RV | CC,2024-12-30,455.48,450.07905138,1.28458498,inactive,2024-12-30,2024-12-30
MOF,MOF | BLR,Juliet Ring | SV,2024-12-30,214.28,104.7311828,1.61290323,inactive,2024-12-30,2024-12-30
MOF,MOF | MUM,Juliet Ring | SV,2024-12-30,72.95,108.88059701,1.19402985,inactive,2024-12-30,2024-12-30
MOF,MOF | DEL,Juliet Ring | SV,2024-12-30,174.85,78.40807175,1.79372197,inactive,2024-12-30,2024-12-30
TOF | India Modern,JWLY + TRL - FB,India Modern DABA,2024-12-30,236.38,107.29913754,5.71947345,inactive,2024-12-30,2024-12-30
TOF | 80k,OCC – IG,80k DABA | Earrings,2024-12-30,495.94,137.15154867,0.91261062,inactive,2024-12-30,2024-12-30
MOF,MOF | BLR,RV | CC,2024-12-30,332.54,380.9163803,0.57273769,inactive,2024-12-30,2024-12-30
TOF | 80k,OCC – IG,80k DABA,2024-12-30,423.88,90.80548415,2.01371037,inactive,2024-12-30,2024-12-30
MOF,MOF | HYD,Juliet Ring | SV,2024-12-30,172.08,102.00355661,1.77830468,inactive,2024-12-30,2024-12-30
TOF | 80k,OCC – IG,80k DABA | Rings,2024-12-30,217.94,92.8589689,1.02258202,inactive,2024-12-30,2024-12-30
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2024-12-29,139.89,133.73804971,0.95602294,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 1 I RL,2024-12-29,131.72,106.82887267,0.56772101,inactive,2024-12-29,2024-12-29
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2024-12-29,500.01,39.85096039,3.76185542,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,All that grace | SV,2024-12-29,0.86,47.77777778,5.55555556,active,2024-12-29,2024-12-29
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2024-12-29,263.96,240.18198362,8.91719745,inactive,2024-12-29,2024-12-29
TOF | ALL,TIFF - IG,DABA,2024-12-29,1118.62,40.86880275,4.10653611,inactive,2024-12-29,2024-12-29
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2024-12-29,333.5,73.63656436,2.7820711,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,Anah Necklace | SV,2024-12-29,0.0,0.0,,inactive,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IG,Tanjore Bracelet | SI,2024-12-29,150.59,168.25698324,1.22905028,inactive,2024-12-29,2024-12-29
TOF | KHB |,OCC | IG,KHB | DABA,2024-12-29,7.32,155.74468085,,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 1 I ST,2024-12-29,258.73,399.89180835,3.86398764,inactive,2024-12-29,2024-12-29
TOF | India Modern,HOME - IG,India Modern DABA,2024-12-29,753.54,102.53639951,3.51068173,inactive,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_1 Day - FB,DPA,2024-12-29,554.29,200.82971014,6.63043478,active,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IG,Zeya Necklace | SI,2024-12-29,154.85,203.75,0.52631579,inactive,2024-12-29,2024-12-29
MOF,MOF | DEL,RV | CC,2024-12-29,309.15,376.55298417,1.58343484,inactive,2024-12-29,2024-12-29
MOF,MOF | BLR,RV | CC,2024-12-29,307.81,473.55384615,1.07692308,inactive,2024-12-29,2024-12-29
TOF | Earrings,OCC,Ira Earrings | CV,2024-12-29,62.35,49.36658749,4.19635788,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,FAYE STYLISED | SI,2024-12-29,83.51,78.48684211,0.93984962,inactive,2024-12-29,2024-12-29
TOF | All That Grace,BRD | IG,Debbie Earrings | SV,2024-12-29,219.35,267.17417783,2.67965895,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2024-12-29,10.06,201.2,4.0,active,2024-12-29,2024-12-29
MOF,MOF | KHB,ida and ineya | SV,2024-12-29,84.56,82.3369036,1.46056475,inactive,2024-12-29,2024-12-29
TOF | Earrings,OCC,Earrings | DABA,2024-12-29,481.43,72.49360036,3.67414546,inactive,2024-12-29,2024-12-29
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2024-12-29,224.26,169.12518854,6.78733032,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,ARKA | SI,2024-12-29,0.02,20.0,,inactive,2024-12-29,2024-12-29
MOF,MOF | MUM,Juliet Ring | SV,2024-12-29,70.8,135.11450382,1.52671756,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,Jackie Necklace | SV,2024-12-29,0.28,70.0,,active,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,ARKA STYLISED | SI,2024-12-29,0.8,44.44444444,,inactive,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_14 Days - IG,DPA,2024-12-29,1607.71,82.8631069,6.26739511,active,2024-12-29,2024-12-29
TOF | ALL,OCC - IG,DABA – BS /TP 2,2024-12-29,230.2,23.40144353,1.31137542,inactive,2024-12-29,2024-12-29
TOF | 80k,OCC – IG,80k DABA | Rings,2024-12-29,136.46,56.66943522,0.78903654,inactive,2024-12-29,2024-12-29
TOF | India Modern,C-OCC - IG,India Modern DABA,2024-12-29,588.65,99.83887381,3.88398915,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2024-12-29,118.94,93.72734437,1.33963751,active,2024-12-29,2024-12-29
TOF | Earrings,TRL,Felix Earrings | CV,2024-12-29,61.07,21.73309609,4.02135231,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Aviva | ST,2024-12-29,37.77,108.2234957,1.71919771,inactive,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_60 Days - FB,DPA,2024-12-29,600.04,50.80348827,3.75074083,active,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Anah Necklace | ST,2024-12-29,353.06,362.48459959,1.84804928,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Emir Photo Locket I ST | IG Post - 30 Oct 2024,2024-12-29,224.57,45.21240185,2.03342058,inactive,2024-12-29,2024-12-29
MOF,MOF | KHB,Cutch Tassel | SI,2024-12-29,68.57,135.78217822,0.59405941,inactive,2024-12-29,2024-12-29
TOF | All That Grace,BRD | IG,All that grace | SV,2024-12-29,0.0,0.0,,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2024-12-29,276.68,178.61846352,0.83925113,inactive,2024-12-29,2024-12-29
TOF | Earrings,OCC,Felix Earrings | CV,2024-12-29,17.44,46.75603217,4.82573727,inactive,2024-12-29,2024-12-29
MOF,MOF | KHB,Sikar Necklace Model | SI,2024-12-29,180.21,69.71373308,2.24371373,inactive,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_60 Days - IG,DPA,2024-12-29,541.9,46.19384537,4.83334754,active,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Emir Photo Locket I RL | IG Post - 30 Oct 2024,2024-12-29,19.57,10.49329759,0.16085791,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,DEW DROP | SI,2024-12-29,174.71,54.596875,1.15625,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,Qutab Necklace | SV,2024-12-29,0.49,19.6,4.0,inactive,2024-12-29,2024-12-29
TOF | All That Grace,BRD | IG,All that grace (4) | SI,2024-12-29,39.1,128.61842105,,inactive,2024-12-29,2024-12-29
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2024-12-29,278.2,247.5088968,7.56227758,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2024-12-29,40.24,81.78861789,2.64227642,active,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_14 Days - FB,DPA,2024-12-29,837.34,89.18308659,6.61412291,active,2024-12-29,2024-12-29
TOF | India Modern,C-OCC - IG,DABA – BS /TP 1,2024-12-29,462.55,68.75,3.24019025,inactive,2024-12-29,2024-12-29
TOF | All That Grace,BRD | IG,All that grace (1) | SI,2024-12-29,247.71,1338.97297297,5.40540541,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Amey Ring | ST,2024-12-29,0.39,48.75,,inactive,2024-12-29,2024-12-29
TOF | ALL,OCC - IG,DABA,2024-12-29,300.05,53.66660705,2.0926489,inactive,2024-12-29,2024-12-29
TOF | KHB |,OCC | IG,KHB | DABA (1),2024-12-29,1056.73,120.30168488,4.36020036,inactive,2024-12-29,2024-12-29
BOF | DPA,VC & ATC_1 Day - IG,DPA,2024-12-29,1375.27,237.36106317,9.54435623,active,2024-12-29,2024-12-29
MOF,MOF | HYD,Juliet Ring | SV,2024-12-29,305.93,183.96271798,1.80396873,inactive,2024-12-29,2024-12-29
MOF,MOF | BLR,Juliet Ring | SV,2024-12-29,216.82,107.81700646,2.08851318,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 2 I RL,2024-12-29,64.06,54.84589041,0.42808219,inactive,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IGi,KHB | DABA,2024-12-29,13.27,947.85714286,,inactive,2024-12-29,2024-12-29
TOF | KHB |,LUXE | IGi,Aviva Stylised | SV,2024-12-29,394.51,268.73978202,1.4986376,inactive,2024-12-29,2024-12-29
TOF | KHB |,LUXE | IGi,Qutub Necklace | SV,2024-12-29,308.98,275.13802315,1.95903829,inactive,2024-12-29,2024-12-29
TOF | ALL,HOME - IG,DABA – BS /TP,2024-12-29,199.5,30.25936599,1.95662066,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Anah Necklace | RL,2024-12-29,493.56,175.26988636,0.49715909,inactive,2024-12-29,2024-12-29
MOF,MOF | DABA,MOF | DABA 2,2024-12-29,1130.67,220.18889971,6.11489776,inactive,2024-12-29,2024-12-29
TOF | India Modern,JWLY + TRL - FB,India Modern DABA,2024-12-29,324.04,150.08800371,6.16025938,inactive,2024-12-29,2024-12-29
TOF | ALL,MAG - IG,DABA,2024-12-29,538.98,35.72953265,2.47265496,inactive,2024-12-29,2024-12-29
TOF | Earrings,TRL,Ira Earrings | CV,2024-12-29,2.19,9.52173913,3.04347826,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,C-OCC,CC,2024-12-29,1433.29,295.76764342,2.68262485,inactive,2024-12-29,2024-12-29
TOF | India Modern,INT JWLY - IG,India Modern DABA,2024-12-29,923.68,72.03306559,3.39234189,inactive,2024-12-29,2024-12-29
TOF | KHB |,LUXE | IGi,Aviva | SV,2024-12-29,567.01,636.37485971,1.2345679,inactive,2024-12-29,2024-12-29
TOF | 80k,OCC – IG,80k DABA | Earrings,2024-12-29,383.83,120.02188868,0.75046904,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Aviva | RL,2024-12-29,126.15,82.18241042,0.58631922,inactive,2024-12-29,2024-12-29
MOF,MOF | MUM,RV | CC,2024-12-29,88.54,384.95652174,0.86956522,inactive,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IGi,KHB | DABA (1),2024-12-29,1093.11,147.57796679,9.27501013,inactive,2024-12-29,2024-12-29
TOF | ALL,INT JWLY - IG,DABA,2024-12-29,541.46,56.64400042,4.00669526,inactive,2024-12-29,2024-12-29
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2024-12-29,360.39,221.77846154,4.67692308,inactive,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IG,Qutub Necklace | SI,2024-12-29,220.18,112.50894226,2.19724067,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,QUTUB | SI,2024-12-29,0.0,0.0,,inactive,2024-12-29,2024-12-29
TOF | 80k,OCC – IG,80k DABA,2024-12-29,519.15,101.10029211,2.16163583,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,LUXE | IGi | RL,Amey Ring | RL,2024-12-29,86.65,55.4737516,0.38412292,inactive,2024-12-29,2024-12-29
TOF | ALL,HOME - IG,DABA,2024-12-29,848.7,58.88842631,3.89952817,inactive,2024-12-29,2024-12-29
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 2 I ST,2024-12-29,11.37,117.21649485,,inactive,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IG,Mansa Necklace | SI,2024-12-29,470.31,103.77537511,2.93468667,inactive,2024-12-29,2024-12-29
MOF,MOF | DABA,MOF | DABA 1,2024-12-29,939.05,174.64199368,6.17444672,inactive,2024-12-29,2024-12-29
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2024-12-29,590.03,38.19953386,2.94574647,inactive,2024-12-29,2024-12-29
MOF,MOF | DEL,Juliet Ring | SV,2024-12-29,252.08,115.10502283,1.91780822,inactive,2024-12-29,2024-12-29
TOF | All That Grace,BRD | IG,Jackie Necklace | SV,2024-12-29,89.7,79.59183673,1.86335404,inactive,2024-12-29,2024-12-29
MOF,MOF | KHB,Zeya Necklace | SV,2024-12-29,208.24,189.65391621,1.27504554,inactive,2024-12-29,2024-12-29
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2024-12-29,177.28,221.04738155,5.86034913,inactive,2024-12-29,2024-12-29
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2024-12-29,135.8,80.35502959,2.89940828,inactive,2024-12-29,2024-12-29
TOF | ALL,MAG - IG,DABA – BS /TP 2,2024-12-29,523.54,21.64103836,1.62863757,inactive,2024-12-29,2024-12-29
TOF | ALL,TIFF - IG,DABA – BS /TP,2024-12-29,506.34,71.25527723,3.46186321,inactive,2024-12-29,2024-12-29
MOF,MOF | HYD,RV | CC,2024-12-29,234.95,552.82352941,0.23529412,inactive,2024-12-29,2024-12-29
TOF | Earrings,TRL,Earrings | DABA,2024-12-29,518.79,37.87894276,4.16179907,inactive,2024-12-29,2024-12-29
TOF | All That Grace,ARL | IGi,All that grace | DABA,2024-12-29,372.58,113.41856925,4.35312024,active,2024-12-29,2024-12-29
TOF | KHB |,INT JWLY | IGi,KHB | DABA,2024-12-28,9.09,432.85714286,23.80952381,inactive,2024-12-28,2024-12-28
MOF,MOF | KHB,Sikar Necklace Model | SI,2024-12-28,129.84,76.33156966,2.11640212,inactive,2024-12-28,2024-12-28
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2024-12-28,196.93,161.41803279,8.27868852,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,Qutab Necklace | SV,2024-12-28,9.59,21.94508009,0.68649886,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_14 Days - IG,DPA,2024-12-28,1410.03,89.93685419,5.97014925,active,2024-12-28,2024-12-28
TOF | KHB |,LUXE | IGi,Aviva | SV,2024-12-28,128.27,156.80929095,1.71149144,inactive,2024-12-28,2024-12-28
TOF | 80k,OCC – IG,80k DABA | Earrings,2024-12-28,263.84,100.43395508,0.83745718,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2024-12-28,209.56,184.96028244,1.41218005,inactive,2024-12-28,2024-12-28
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2024-12-28,55.01,343.8125,1.875,active,2024-12-28,2024-12-28
TOF | All That Grace,BRD | IG,All that grace | SV,2024-12-28,6.07,33.16939891,,inactive,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IGi,KHB | DABA (1),2024-12-28,796.26,148.83364486,9.04672897,inactive,2024-12-28,2024-12-28
TOF | ALL,INT JWLY - IG,DABA,2024-12-28,691.43,81.37342592,5.28421796,inactive,2024-12-28,2024-12-28
MOF,MOF | KHB,Cutch Tassel | SI,2024-12-28,107.33,163.61280488,0.30487805,inactive,2024-12-28,2024-12-28
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2024-12-28,146.58,137.89275635,0.94073377,active,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IG,Mansa Necklace | SI,2024-12-28,277.21,84.61843712,2.10622711,inactive,2024-12-28,2024-12-28
TOF | All That Grace,ARL | IGi,All that grace | DABA,2024-12-28,229.74,133.80314502,4.25160163,active,2024-12-28,2024-12-28
TOF | 80k,OCC – IG,80k DABA | Rings,2024-12-28,219.47,76.15197779,1.14503817,inactive,2024-12-28,2024-12-28
TOF | India Modern,C-OCC - IG,India Modern DABA,2024-12-28,580.45,119.75448731,4.55952135,inactive,2024-12-28,2024-12-28
TOF | Earrings,OCC,Earrings | DABA,2024-12-28,451.2,77.60577915,3.86996904,inactive,2024-12-28,2024-12-28
TOF | Earrings,TRL,Felix Earrings | CV,2024-12-28,0.05,25.0,,inactive,2024-12-28,2024-12-28
MOF,MOF | BLR,Juliet Ring | SV,2024-12-28,196.96,122.41143567,1.67806091,inactive,2024-12-28,2024-12-28
MOF,MOF | KHB,ida and ineya | SV,2024-12-28,70.58,110.62695925,0.31347962,inactive,2024-12-28,2024-12-28
TOF | ALL,TIFF - IG,DABA – BS /TP,2024-12-28,289.93,44.91556933,3.99690163,inactive,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IG,Qutub Necklace | SI,2024-12-28,182.06,121.37333333,1.6,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,MAG | IG | ST,Aviva | ST,2024-12-28,47.83,149.00311526,2.18068536,inactive,2024-12-28,2024-12-28
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2024-12-28,171.6,241.35021097,6.32911392,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_60 Days - FB,DPA,2024-12-28,401.98,45.1460018,2.93126685,active,2024-12-28,2024-12-28
TOF | Story/Reel,MAG | IG | ST,Emir Photo Locket I ST | IG Post - 30 Oct 2024,2024-12-28,139.37,41.31930033,1.45271272,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,Amey Ring | SV,2024-12-28,1.55,29.80769231,,inactive,2024-12-28,2024-12-28
TOF | Earrings,OCC,Ira Earrings | CV,2024-12-28,0.55,78.57142857,14.28571429,inactive,2024-12-28,2024-12-28
TOF | All That Grace,BRD | IG,All that grace (4) | SI,2024-12-28,4.4,112.82051282,2.56410256,inactive,2024-12-28,2024-12-28
TOF | India Modern,INT JWLY - IG,India Modern DABA,2024-12-28,846.26,85.0,4.14825231,inactive,2024-12-28,2024-12-28
MOF,MOF | DABA,MOF | DABA 1,2024-12-28,789.99,190.0384893,6.68751503,inactive,2024-12-28,2024-12-28
TOF | KHB |,LUXE | IGi,Qutub Necklace | SV,2024-12-28,269.83,194.96387283,1.58959538,inactive,2024-12-28,2024-12-28
TOF | All That Grace,BRD | IG,All that grace (2) | SI,2024-12-28,4.11,822.0,,inactive,2024-12-28,2024-12-28
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2024-12-28,198.38,213.31182796,6.23655914,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_1 Day - FB,DPA,2024-12-28,250.19,164.4904668,6.57462196,active,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2024-12-28,103.45,90.90509666,1.31810193,inactive,2024-12-28,2024-12-28
TOF | KHB |,LUXE | IGi,Aviva Stylised | SV,2024-12-28,325.61,238.36749634,0.87847731,inactive,2024-12-28,2024-12-28
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2024-12-28,245.21,40.5171844,3.81692003,inactive,2024-12-28,2024-12-28
TOF | KHB |,OCC | IG,KHB | DABA,2024-12-28,7.17,224.0625,,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,CC,2024-12-28,1.01,126.25,,inactive,2024-12-28,2024-12-28
TOF | All That Grace,ARL | IGi,All that grace | SV,2024-12-28,18.64,70.60606061,0.75757576,active,2024-12-28,2024-12-28
TOF | ALL,TIFF - IG,DABA,2024-12-28,1126.23,52.14993517,4.81570661,inactive,2024-12-28,2024-12-28
TOF | ALL,MAG - IG,DABA – BS /TP 2,2024-12-28,497.43,20.99392251,1.73039588,inactive,2024-12-28,2024-12-28
MOF,MOF | DEL,RV | CC,2024-12-28,287.25,446.7340591,1.55520995,inactive,2024-12-28,2024-12-28
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2024-12-28,356.57,64.76026153,2.56084272,inactive,2024-12-28,2024-12-28
MOF,MOF | DEL,Juliet Ring | SV,2024-12-28,106.65,98.93320965,1.66975881,inactive,2024-12-28,2024-12-28
MOF,MOF | MUM,Juliet Ring | SV,2024-12-28,91.65,172.9245283,1.50943396,inactive,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IG,Zeya Necklace | SI,2024-12-28,139.92,181.71428571,0.64935065,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2024-12-28,308.92,35.45506714,2.80041318,inactive,2024-12-28,2024-12-28
MOF,MOF | KHB,Zeya Necklace | SV,2024-12-28,173.4,163.12323612,1.03480715,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,Anah Necklace | SV,2024-12-28,3.63,25.03448276,0.68965517,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,C-OCC,CC,2024-12-28,631.49,426.9709263,3.44827586,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_14 Days - FB,DPA,2024-12-28,360.91,74.12405011,5.23721503,active,2024-12-28,2024-12-28
TOF | India Modern,C-OCC - IG,DABA – BS /TP 1,2024-12-28,356.87,62.7298295,3.44524521,inactive,2024-12-28,2024-12-28
MOF,MOF | HYD,RV | CC,2024-12-28,233.26,405.66956522,1.91304348,inactive,2024-12-28,2024-12-28
TOF | ALL,MAG - IG,DABA,2024-12-28,472.72,37.71802442,2.36176494,inactive,2024-12-28,2024-12-28
TOF | KHB |,OCC | IG,KHB | DABA (1),2024-12-28,741.5,149.91912657,4.36716539,inactive,2024-12-28,2024-12-28
TOF | ALL,HOME - IG,DABA – BS /TP,2024-12-28,144.21,30.61783439,2.65392781,inactive,2024-12-28,2024-12-28
TOF | India Modern,JWLY + TRL - FB,India Modern DABA,2024-12-28,266.13,131.09852217,5.66502463,inactive,2024-12-28,2024-12-28
TOF | KHB |,INT JWLY | IG,Tanjore Bracelet | SI,2024-12-28,154.54,188.92420538,0.97799511,inactive,2024-12-28,2024-12-28
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2024-12-28,86.54,64.05625463,3.18282754,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_1 Day - IG,DPA,2024-12-28,933.92,207.6300578,8.58159182,active,2024-12-28,2024-12-28
MOF,MOF | HYD,Juliet Ring | SV,2024-12-28,183.73,111.6899696,1.94528875,inactive,2024-12-28,2024-12-28
BOF | DPA,VC & ATC_60 Days - IG,DPA,2024-12-28,343.38,45.82677165,6.24582944,active,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,Arka Necklace | SV,2024-12-28,5.47,70.12820513,1.28205128,inactive,2024-12-28,2024-12-28
MOF,MOF | DABA,MOF | DABA 2,2024-12-28,856.38,204.77761836,6.95839311,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,LUXE | IGi | RL,Emir Photo Locket I RL | IG Post - 30 Oct 2024,2024-12-28,16.88,14.62738302,0.17331023,inactive,2024-12-28,2024-12-28
TOF | All That Grace,BRD | IG,All that grace (1) | SI,2024-12-28,176.74,706.96,4.0,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,LUXE | IGi | RL,Anah Necklace | RL,2024-12-28,796.13,161.38860734,0.72977904,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,FAYE STYLISED | SI,2024-12-28,153.74,456.20178042,0.89020772,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,MAG | IG | ST,Anah Necklace | ST,2024-12-28,324.32,253.97024276,2.192639,inactive,2024-12-28,2024-12-28
MOF,MOF | BLR,RV | CC,2024-12-28,348.9,418.34532374,1.19904077,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,QUTUB | SI,2024-12-28,5.89,19.50331126,1.65562914,inactive,2024-12-28,2024-12-28
TOF | India Modern,HOME - IG,India Modern DABA,2024-12-28,570.22,99.01371766,4.27157493,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 1 I ST,2024-12-28,337.44,284.51939292,1.34907251,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,MAG | IG | ST,Amey Ring | ST,2024-12-28,8.72,87.2,,inactive,2024-12-28,2024-12-28
TOF | Earrings,OCC,Felix Earrings | CV,2024-12-28,0.11,22.0,,inactive,2024-12-28,2024-12-28
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2024-12-28,250.48,220.68722467,7.04845815,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 1 I RL,2024-12-28,189.97,79.15416667,0.41666667,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,LUXE | IGi | RL,Aviva | RL,2024-12-28,188.89,56.94603557,0.7536931,inactive,2024-12-28,2024-12-28
TOF | Story/Reel,LUXE | IGi | RL,Amey Ring | RL,2024-12-28,60.26,29.78744439,0.64260999,inactive,2024-12-28,2024-12-28
MOF,MOF | MUM,RV | CC,2024-12-28,226.33,594.04199475,1.04986877,inactive,2024-12-28,2024-12-28
TOF | All That Grace,BRD | IG,All that grace (3) | SI,2024-12-28,0.23,76.66666667,,inactive,2024-12-28,2024-12-28
TOF | 80k,OCC – IG,80k DABA,2024-12-28,460.0,82.40773916,2.0781082,inactive,2024-12-28,2024-12-28
TOF | Earrings,TRL,Ira Earrings | CV,2024-12-28,3.39,49.13043478,7.24637681,inactive,2024-12-28,2024-12-28
TOF | CUSTOM | AUTO,TIFF - IG,ARKA STYLISED | SI,2024-12-28,52.63,271.28865979,2.06185567,inactive,2024-12-28,2024-12-28
